genes,grRateKO
Rv0648,0.0584003656763104
Rv1124,0.0584003656763104
Rv3670,0.0584003656763104
Rv0134,0.0584003656763104
Rv2740,0.0584003656763104
Rv3617,0.0584003656763104
Rv1938,0.0584003656763104
Rv3176c,0.0584003656763104
Rv3803c,0.0584003656763104
Rv3804c,0.0584003656763104
Rv0129c,0.0584003656763104
Rv1886c,0.0584003656763104
Rv0413,0.0584003656763104
Rv3087,0.0584003656763104
Rv3233c,0.0584003656763104
Rv0221,0.0584003656763104
Rv3734c,0.0584003656763104
Rv2484c,0.0584003656763104
Rv0895,0.0584003656763104
Rv2285,0.0584003656763104
Rv1425,0.0584003656763104
Rv3740c,0.0584003656763104
Rv3480c,0.0584003656763104
Rv3371,0.0584003656763104
Rv3234c,0.0584003656763104
Rv3130c,0.0584003656763104
Rv1760,0.0584003656763104
Rv3088,0.0584003656763104
Rv3097c,0.0584003656763104
Rv2385,0.0584003656763104
Rv3487c,0.0584003656763104
Rv3084,0.0584003656763104
Rv2463,0.0584003656763104
Rv0646c,0.0584003656763104
Rv0220,0.0584003656763104
Rv1426c,0.0584003656763104
Rv1497,0.0584003656763104
Rv3203,0.0584003656763104
Rv1104,0.0584003656763104
Rv1923,0.0584003656763104
Rv1105,0.0584003656763104
Rv1399c,0.0584003656763104
Rv1076,0.0584003656763104
Rv2970c,0.0584003656763104
Rv1400c,0.0584003656763104
Rv3775,0.0584003656763104
Rv2349c,0.0584003656763104
Rv2351c,0.0584003656763104
Rv2284,0.0584003656763104
Rv2045c,0.0584003656763104
Rv2350c,0.0584003656763104
Rv2485c,0.0584003656763104
Rv0217c,0.0584003656763104
Rv3817,0.0584003656763104
